date,type,title,press,category,link,aid
2015-03-03,pic,"NASA, 희귀 우주사진 대거 경매…어떤 작품?",ZDNet Korea,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=092&aid=0002070345,0002070345
2015-03-03,pic,인테리어 시장에 '캔들 효과' 뚜렷,SBS(text),101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=096&aid=0000359533,0000359533
2015-03-03,pic,'푸른' 삼성 '붉은' 화웨이,ZDNet Korea,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=092&aid=0002070339,0002070339
2015-03-03,pic,월드 슈퍼카에 '투싼·티볼리'도전장,머니S,148,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=148&oid=417&aid=0000089816,0000089816
2015-03-03,pic,"""영 해리 왕자, 10년 복무 군 떠난다""",연합뉴스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0007440358,0007440358
2015-03-03,pic,작년 신용카드 해외사용액 13조원 '역대 최대',연합뉴스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0007440081,0007440081
2015-03-03,pic,학생도 직장인도 아닌…'대학원생 맘'은 괴로워,국민일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000744533,0000744533
2015-03-03,pic,'먹자마을'로 둔갑한 송도 한옥마을,한국경제,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=015&aid=0003268450,0003268450
2015-03-03,pic,"""형, 코끼리 한번 길들여볼까?""…美 대선 '코크토퍼스의 손'",국민일보,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=005&aid=0000744522,0000744522
2015-03-03,pic,막내 탈출 기쁨도 잠시…'짐'이 된 신입사원,한국경제,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=015&aid=0003268367,0003268367
2015-03-03,pic,"저커버그""지구촌 인터넷 연결위해 구글과 협력 원해""",연합뉴스,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0007440137,0007440137
2015-03-03,pic,한강수계 댐 목마르다…작년 강수량 예년보다 태부족 농사철 앞두고 용수 비상,국민일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000744575,0000744575
2015-03-03,pic,작년에 배운 걸 또?…그림까지 같은 교과서,SBS,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=055&aid=0000306173,0000306173
2015-03-03,pic,2억 가까이 들여 中스모그 파헤친 전직 女앵커,SBS,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=055&aid=0000306175,0000306175
2015-03-03,pic,지지율 86% '현대판 차르' 위상 흔들리나,세계일보,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=022&aid=0002790921,0002790921
2015-03-03,pic,"'투자 귀재' 버핏, 후계자 점찍었다",한겨레,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=028&aid=0002265647,0002265647
2015-03-03,pic,"말레이항공 370편은 어디에 ""실종 1년 아직도..""",뉴스1,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=421&aid=0001291715,0001291715
2015-03-30 00:00:00,text,"봄비 오는 날, 흙냄새 강한 이유는?…비밀은..",MBC,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=214&aid=0000470955,0000470955
2015-03-30 00:00:00,text,"""국회의원·시민단체 왜 빠졌나"" 김영란법 형평논란",연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007442395,0007442395
2015-03-30 00:00:00,text,10년째 매달 100만원씩 집 살 때 진 빚 갚느라..,경향신문,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=032&aid=0002576120,0002576120
2015-03-30 00:00:00,text,'김영란법' 남은 논란에…추후 개정..,뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006384204,0006384204
2015-03-30 00:00:00,text,"한-사우디, 10만kw '스마트' 원자로 ",YTN,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=034&aid=0002771058,0002771058
2015-03-30 00:00:00,text,"유치원비, 3년 평균 물가상승률 넘게 못 올린다",머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003429201,0003429201
2015-03-30 00:00:00,text,갑자기 '펑'…주머니 속 아이폰 폭발해 화상 입어,SBS,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=055&aid=0000306340,0000306340
2015-03-30 00:00:00,text,"넴초프 암살 미궁…여자친구 ""범인 못 봤다""",한겨레,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=028&aid=0002265846,0002265846
2015-03-30 00:00:00,text,中 양회 개막…입법권·스모그 대책 최대 이슈,세계일보,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=022&aid=0002791501,0002791501
2015-03-30 00:00:00,text,"與, '어린이집 CCTV 의무화' 부결..",뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006384243,0006384243
2015-03-30 00:00:00,text,속내 내비친 美…'셔먼 발언' 해명 씁쓸한 이유,SBS,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=055&aid=0000306333,0000306333
2015-03-30 00:00:00,text,'포스코 비자금' 본격 수사…관련자 계좌 추적,JTBC,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=437&aid=0000069886,0000069886
2015-03-30 00:00:00,text,"빈집 털던 절도범, 중국산 담배꽁초에 덜미 잡혔다",한국일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=469&aid=0000049882,0000049882
2015-03-30 00:00:00,text,'청정' 김영란법 시행돼도 이런건 된다…그 8가지는,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007442300,0007442300
2015-03-30 00:00:00,text,시계냐 통신기기냐… 스마트워치 관세 논쟁,한국일보,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=469&aid=0000049891,0000049891
2015-03-30 00:00:00,text,'어린이집 CCTV 의무화' 부결,뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006384159,0006384159
2015-03-30 00:00:00,text,"농심, '치매논란' 라응찬 대신 강경식 사외이사 선임",뉴시스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=003&aid=0006384174,0006384174
2015-03-30 00:00:00,text,'김영란법' 우여곡절 끝 국회 통과,뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006384175,0006384175
2015-03-30 00:00:00,text,北 이번엔 노동미사일 준비…'단계적 도발' 태세,세계일보,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=022&aid=0002791456,0002791456
2015-03-30 00:00:00,text,"담뱃갑 경고그림, 법사위 제동..",머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003429175,0003429175
2015-03-30 00:00:00,text,속보-'어린이집 CCTV 의무화' 부결,뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006384159,0006384159
2015-03-30 00:00:00,text,속보-어린이집 CCTV 의무화법 부결,뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001293869,0001293869
2015-03-30 00:00:00,text,"유치원비, 3년 평균 물가상승률..",머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003429201,0003429201
2015-03-30 00:00:00,text,"외교부 ""과거사 관련 美 입장 변함없다"" 재확인",아시아경제,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=277&aid=0003445435,0003445435
2015-03-30 00:00:00,text,논란 많던 '국립대 기성회비' 폐지···등록금은 '그대로',이데일리,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=018&aid=0003196148,0003196148
2015-03-30 00:00:00,text,"'불법' 유흥업소, 간판 바꿔 장사 못한다",머니투데이,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=008&aid=0003429192,0003429192
2015-03-30 00:00:00,text,김영란법 본회의 통과,노컷뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=079&aid=0002686721,0002686721
2015-03-30 00:00:00,text,김영란법 929일만에 국회통과,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007442213,0007442213
2015-03-30 00:00:00,text,"""공공기관이 민간 클라우드 사용 가능""…클라우드 발전법 통과",아시아경제,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=277&aid=0003445575,0003445575
2015-03-30 00:00:00,text,내년부터 소기업 범위도 매출기준으로 변경,SBS(text),101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=096&aid=0000359687,0000359687
2015-03-30 00:00:00,text,완전범죄 꿈꾼 보험사기 연쇄살인극은 왜 벌어졌나,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007441788,0007441788
2015-03-30 00:00:00,text,김영란법 본회의통과…언론사·사학..,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007442007,0007442007
2015-03-30 00:00:00,text,피로 회복·다이어트·성적 쾌감 증대…청정국 오염시키는..,뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006383621,0006383621
2015-03-30 00:00:00,text,제2의 스폰서검사·벤츠여검사 나오면 처벌 가능해져,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007442066,0007442066
2015-03-30 00:00:00,text,"국회, 정개특위 구성 결의안 가결…여야 동수 20인",아시아경제,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=277&aid=0003445540,0003445540
2015-03-30 00:00:00,text,속보- 김영란법 본회의통과..,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007442007,0007442007
2015-03-30 00:00:00,text,김영란법 본회의통과…언론사·사학..,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007442007,0007442007
2015-03-30 00:00:00,text,속보-김영란법 국회 본회의 통과,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007441999,0007441999
2015-03-30 00:00:00,text,"연말정산 3개월 분납법, 국회 통과",세계일보,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=022&aid=0002791389,0002791389
2015-03-30 00:00:00,text,법사위 못넘은 흡연경고그림법,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007441894,0007441894
2015-03-30 00:00:00,text,황사와 미세먼지 똑같다고?…미세먼지가 더 치명적,뉴스1,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=421&aid=0001293657,0001293657
2015-03-30 00:00:00,text,"""인과관계 없다"" 청해진해운 임직원, 항소심 무죄 주장",뉴스1,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=421&aid=0001293404,0001293404
2015-03-30 00:00:00,text,"정부 ""北과 5·24 협상시 우리측 제시부분 검토""",연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007441616,0007441616
2015-03-30 00:00:00,text,밤늦게까지 비·눈 뒤 꽃샘추위…내일 서울 영하 5도,연합뉴스,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0007441821,0007441821
2015-03-30 00:00:00,text,"서울, 옷값 제일 비싼 도시…뉴욕보다 50% 비싸",아시아경제,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=277&aid=0003445311,0003445311
2015-03-30 00:00:00,text,"국회, 특별감찰관 이광수·이석수·임수빈 후보 추천",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001293552,0001293552
2015-03-30 00:00:00,text,사학 이사장 김영란법 포함…막판..,머니투데이,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=008&aid=0003429096,0003429096
2015-03-30 00:00:00,text,연말정산 '3개월 분납' 개정안 국회..,경향신문,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=032&aid=0002575938,0002575938
2015-03-30 00:00:00,text,"국회, 특별감찰관 후보 이석수·임수빈·이광수 추천",이데일리,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=018&aid=0003196014,0003196014
2015-03-30 00:00:00,text,법사위 '정회'…김영란법 사립학교..,뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006383713,0006383713
2015-03-30 00:00:00,text," ""과거사 관련 美 입장 변함없다""",아시아경제,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=277&aid=0003445435,0003445435
2015-03-30 00:00:00,text,'삼겹살데이'엔 진짜 삼겹살을 많이 먹을까,한겨레,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=028&aid=0002265743,0002265743
2015-03-30 00:00:00,text,"외교부 ""과거사 관련 美 입장 변함없다"" 재확인",아시아경제,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=277&aid=0003445435,0003445435
2015-03-30 00:00:00,text," ""김영란법, 처리 후 보완 검토""",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001293462,0001293462
2015-03-30 00:00:00,text,서울 도심서 기관총 총열 발견…군 당국 회수,머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003428931,0003428931
2015-03-30 00:00:00,text,내년 9월 시행 '김영란법' 어디까지..,아이뉴스24,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=031&aid=0000344443,0000344443
2015-03-30 00:00:00,text,"법사위, 네트워크 카메라 뺀 어린이집 CCTV의무화법 의결",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001293134,0001293134
2015-03-30 00:00:00,text,'담뱃갑 경고그림' 2월국회 처리무산,뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006383357,0006383357
2015-03-30 00:00:00,text,서러운 직장맘…출산휴가급여 떼이고 승진차별까지,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007441015,0007441015
2015-03-30 00:00:00,text,"법사위, 네크워크 카메라 뺀 어린이집 CCTV의무화법 의결",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001293134,0001293134
2015-03-30 00:00:00,text,네크워크 카메라 뺀 어린이집 CCTV의무화법 의결,뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001293134,0001293134
2015-03-30 00:00:00,text,"코스피, 2000선 돌파 성공…5개월만에 재탈환",아시아경제,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=277&aid=0003445375,0003445375
2015-03-30 00:00:00,text,"서울시, 지하철 2호선 지상구간 18.9km 지하화 용역 착수",뉴스1,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=421&aid=0001292573,0001292573
2015-03-30 00:00:00,text,"서울, 세계에서 옷값이 제일 비싼 도시 -EIU",아시아경제,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=277&aid=0003445311,0003445311
2015-03-30 00:00:00,text,'곰곰히' 또 '곰곰이' 생각해봐도…,머니투데이,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=008&aid=0003428840,0003428840
2015-03-30 00:00:00,text,보험금 노리고 두 남편과 시어머니 연쇄 살해,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007441054,0007441054
2015-03-30 00:00:00,text,"구직난 청년층, 사업부진 중장년층이 대포통장 모집사기에..",국민일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000744713,0000744713
2015-03-30 00:00:00,text,"법사위, CCTV 사생활침해 논란으로 영유아보육법 난항",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001292805,0001292805
2015-03-30 00:00:00,text,장기요양시설 '불법백태'…서비스 없이 비용만 청구,머니투데이,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=008&aid=0003428813,0003428813
2015-03-30 00:00:00,text,남편 성염색체 이상으로 불임…이혼 사유 될까?,뉴스1,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=421&aid=0001292723,0001292723
2015-03-30 00:00:00,text,정부 웹사이트 액티브엑스 이달 말부터 퇴출 시작,연합뉴스,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0007440462,0007440462
2015-03-30 00:00:00,text,'삼겹살데이'엔 진짜 삼겹살을 많이 먹을까,한겨레,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=028&aid=0002265743,0002265743
2015-03-30 00:00:00,text,서러운 직장맘…출산휴가급여..,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007441015,0007441015
2015-03-30 00:00:00,text,2월 소비자물가지수 사실상..,이데일리,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=018&aid=0003195580,0003195580
2015-03-30 00:00:00,text,보험 가입때 과거 치료 미언급시 보험금 못 받는다,뉴스1,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=421&aid=0001292719,0001292719
2015-03-30 00:00:00,text,정옥근 前총장 납품비리 또 적발…6천만원 수뢰,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007441027,0007441027
2015-03-30 00:00:00,text,"""한국인 75%, 신문·초콜릿 보다 모바일 인터넷이 중요""",연합뉴스,105,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0007440951,0007440951
2015-03-30 00:00:00,text,"'섬소년 살해' 일본 18세 용의자 자백…""고자질에 앙심""",연합뉴스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0007440876,0007440876
2015-03-30 00:00:00,text,"'섬소년살해' 일본 18세 용의자 자백…""고자질에 앙심""",연합뉴스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0007440876,0007440876
2015-03-30 00:00:00,text,"2030 ""연애·결혼·출산·대인관계·내집 마련 포기..""",국민일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000744648,0000744648
2015-03-30 00:00:00,text,"2030 ""연애·결혼·출산·대인관계·내집 마련 포기…3포 아닌 5포..""",국민일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000744648,0000744648
2015-03-30 00:00:00,text,2월 소비자물가지수(CPI) 사실상..,이데일리,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=018&aid=0003195580,0003195580
2015-03-30 00:00:00,text,美국무부까지 퍼진 日논리..,연합뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0007440912,0007440912
2015-03-30 00:00:00,text,"기업 53% ""정년 60세법 대비 미흡""…14%만 노사합의",SBS(text),101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=096&aid=0000359557,0000359557
2015-03-30 00:00:00,text,"19대 국회의원 후원금…새누리 277억, 새정치연합 211억",뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006382850,0006382850
2015-03-30 00:00:00,text,"美 국무부 ""과거사 관련 정책..""",노컷뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=079&aid=0002686367,0002686367
2015-03-30 00:00:00,text,"'코 푼 휴지도 재활용' 논란에 서울시 ""재검토하겠다""",연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007440815,0007440815
2015-03-30 00:00:00,text,"헌재, 곽노현 前 서울시교육감 헌법소원 기각",아시아경제,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=277&aid=0003445113,0003445113
2015-03-30 00:00:00,text,"김영란법, 2016년 9월부터 적용..",헤럴드경제,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=016&aid=0000651746,0000651746
2015-03-30 00:00:00,text,"복지부, 4월 건보료 폭탄 막는다..",뉴시스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=003&aid=0006382162,0006382162
2015-03-30 00:00:00,text,"""하루 3~4잔 커피는 관상동맥질환 예방에 도움""",연합뉴스,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0007440414,0007440414
2015-03-30 00:00:00,text,"19대 국회의원 후원금…새누리 277억, 새정치연합 211억",뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006382562,0006382562
2015-03-30 00:00:00,text,"최경환 ""이달 말까지 연말정산 보완대책 마련""",머니투데이,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=008&aid=0003428686,0003428686
2015-03-30 00:00:00,text,"코스피 5개월만에 2000터치, 코스닥 동반강세",머니투데이,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=008&aid=0003428663,0003428663
2015-03-30 00:00:00,text,2009년 4월 광명성 2호 발사때 북 조종사 14명 사망,세계일보,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=022&aid=0002791105,0002791105
2015-03-30 00:00:00,text,"北, 광명성 2호 발사때 공군 조종사 14명 사망 확인",노컷뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=079&aid=0002686359,0002686359
2015-03-30 00:00:00,text,코스피 5개월만에 2000선 돌파,아시아경제,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=277&aid=0003444892,0003444892
2015-03-30 00:00:00,text,"간통죄 재심청구 수십건 그칠수도…""찻잔 속 태풍""",연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007440065,0007440065
2015-03-30 00:00:00,text,"고속도로 통행료, 내년부터 목적지서 한번에 내면된다",연합뉴스,103,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0007440147,0007440147
2015-03-30 00:00:00,text,"美 국무부 ""과거사 관련 정책 바뀐 것 아냐"" 해명",노컷뉴스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=079&aid=0002686367,0002686367
2015-03-30 00:00:00,text,"김수창 前지검장, 변호사 등록 사실상 거부 당해",동아일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=020&aid=0002754877,0002754877
2015-03-30 00:00:00,text,2월 소비자물가상승률 0.5%,뉴시스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=003&aid=0006382263,0006382263
2015-03-30 00:00:00,text,35개월째 흑자라지만… 경기지표엔 '위기' 그림자,국민일보,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=005&aid=0000744519,0000744519
2015-03-30 00:00:00,text,"캐나다 한인교회 목사, 방북 후..",뉴스1,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0001292041,0001292041
2015-03-30 00:00:00,text,'사시 존치' 놓고…변호사들의 갈등 커져 간다,서울신문,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=081&aid=0002528357,0002528357
2015-03-30 00:00:00,text,올해 생산가능인구 100명당 부양노인 18명…40년새 3배로,연합뉴스,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0007440092,0007440092
2015-03-30 00:00:00,text,'비자발적' 월세 증가…세입자 주거비부담 '가중',머니투데이,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=008&aid=0003428538,0003428538
2015-03-30 00:00:00,text,"이라크군, 티크리트 탈환작전서 '오합지졸' 오명벗나",연합뉴스,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0007440125,0007440125
2015-03-30 00:00:00,text,"""금연 탓에 망할라"" 소규모 식당들 헌법소원",한국일보,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=469&aid=0000049734,0000049734
2015-03-30 00:00:00,text,"욱~하는 대한민국…빗나간 선택, 치정 범죄",서울신문,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=081&aid=0002528348,0002528348
2015-03-30 00:00:00,text,4월부터 기초연금 월20만2천600원..,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007440056,0007440056
2015-03-30 00:00:00,text,4월부터 기초연금 월20만2천600원..,연합뉴스,102,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=001&aid=0007440056,0007440056
2015-03-30 00:00:00,text,네타냐후 의회 연설 역풍 맞은 美 유대계,국민일보,104,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=005&aid=0000744483,0000744483
2015-03-30 00:00:00,text,"빌 게이츠, 2년 연속 세계 1위 갑부…이건희 회장은 110위",아시아경제,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=277&aid=0003444704,0003444704
2015-03-30 00:00:00,text,"朴대통령 ""한·쿠, 단순 수급에서 호혜 협력으로 발전해야""",뉴시스,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0006382156,0006382156
2015-03-30 00:00:00,text,35개월째 흑자라지만…경기지표엔..,국민일보,101,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=005&aid=0000744519,0000744519
2015-03-30 00:00:00,text,홍용표쪽 위장전입 시인…장관후보 셋 모두 위장전입,한겨레,100,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=028&aid=0002265742,0002265742
